ZIP,BLDGNO1,STREET1,STSUFX1,BLDGNO2,STREET2 STSUFX2,,CITY,COUNTY STATUS1,STATUS2,STATUS3,BLOCK,LOT
10032,565,W 171ST,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2128,26
10032,569,W 171ST,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2128,1
10032,611,W 171ST,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2141,13
10032,620,W 171ST,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2142,30
10032,621 TO 629,W 171ST,ST,,,,NEW YORK,62 MULTIPLE DWELLING B,,,2142,66
10032,632,W 171ST,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,GARDEN COMPLEX,,2142,32
10032,633,W 171ST,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2142,63
10032,640,W 171ST,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,GARDEN COMPLEX,,2142,34
10032,643,W 171ST,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2142,61
10032,650,W 171ST,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2142,36
10032,651,W 171ST,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2142,58
10032,656,W 171ST,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2142,38
10032,703,W 171ST,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,421-A (1-15),,2139,199
10032,707,W 171ST,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2139,196
10032,708,W 171ST,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2139,170
10032,711,W 171ST,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2139,193
10032,718,W 171ST,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2139,167
10032,500 TO 502,W 172ND,ST,22442248,AMSTERDAM,AVE,NEW YORK,62 MULTIPLE DWELLING A,,,2128,44
10032,503,W 172ND,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,GARDEN COMPLEX,,2129,53
10032,504,W 172ND,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2128,43
10032,506,W 172ND,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2128,42
10032,508,W 172ND,ST,,,,NEW YORK,62 MULTIPLE DWELLING B,GARDEN COMPLEX,,2128,40
10032,550,W 172ND,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2128,15
10032,551,W 172ND,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2129,21
10032,559,W 172ND,ST,,,,NEW YORK,62 MULTIPLE DWELLING B,,,2129,24
10032,570,W 172ND,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2128,12
10032,575,W 172ND,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2129,1
10032,580,W 172ND,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2128,10
10032,590,W 172ND,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2128,8
10032,601,W 172ND,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,SECTION 610 OF PHFL,ARTICLE 11,2141,48
10032,615,W 172ND,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2141,29
10032,620,W 172ND,ST,,,,NEW YORK,62 MULTIPLE DWELLING B,,,2142,73
10032,621,W 172ND,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2142,100
10032,630,W 172ND,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2142,75
10032,636,W 172ND,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2142,78
10032,642,W 172ND,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2142,81
10032,643,W 172ND,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2142,97
10032,647,W 172ND,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2142,95
10032,650,W 172ND,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2142,84
10032,700,W 172ND,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2139,345
10032,715,W 172ND,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2139,340
10032,720,W 172ND,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2139,350
10032,725,W 172ND,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2139,335
10032,735,W 172ND,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2139,329
10032,501,W 173RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2130,48
10032,502,W 173RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,GARDEN COMPLEX,,2129,43
10032,506,W 173RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2129,41
10032,515,W 173RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2130,54
ZIP,BLDGNO1,STREET1,STSUFX1,BLDGNO2,STREET2,STSUFX2,CITY,COUNTY STATUS1,STATUS2,STATUS3,BLOCK,LOT
10032,517,W 173RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING B,GARDEN COMPLEX,,2130,55
10032,519,W 173RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,ROOMING HOUSE,,2130,155
10032,523,W 173RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,421-A (1-15),,2130,57
10032,524,W 173RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2129,40
10032,526,W 173RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2129,38
10032,555,W 173RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,GARDEN COMPLEX,,2130,22
10032,562,W 173RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2129,14
10032,563,W 173RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2130,23
10032,564,W 173RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2129,12
10032,565,W 173RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2130,25
10032,566,W 173RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2129,11
10032,567,W 173RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2130,26
10032,569,W 173RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2130,28
10032,572,W 173RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2129,8
10032,601,W 173RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2143,20
10032,609,W 173RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2143,21
10032,610,W 173RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2141,38
10032,615 TO 617,W 173RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2143,1
10032,629 TO 639,W 173RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2142,130
10032,630,W 173RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2142,109
10032,644,W 173RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2142,112
10032,650,W 173RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2142,115
10032,710,W 173RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2139,312
10032,720,W 173RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2139,316
10032,736,W 173RD,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2139,322
10033,2304,AMSTERDAM,AVE,,,,NEW YORK,62 MULTIPLE DWELLING B,,,2131,48
10033,2372,AMSTERDAM,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2132,40
10033,2374,AMSTERDAM,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2132,38
10033,2402,AMSTERDAM,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2152,52
10033,2404,AMSTERDAM,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2152,51
10033,2494,AMSTERDAM,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2155,89
10033,165,AUDUBON,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2130,29
10033,171,AUDUBON,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2130,33
10033,185,AUDUBON,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2131,29
10033,188,AUDUBON,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2131,18
10033,189,AUDUBON,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2131,32
10033,191,AUDUBON,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,ROOMING HOUSE,,2131,33
10033,206,AUDUBON,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2133,20
10033,214,AUDUBON,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2133,16
10033,215,AUDUBON,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,GARDEN COMPLEX,,2132,7
10033,219,AUDUBON,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2132,10
10033,220,AUDUBON,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2133,50
10033,227,AUDUBON,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2132,18
10033,228,AUDUBON,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2133,46
10033,240,AUDUBON,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2133,80
10033,247,AUDUBON,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2132,21
10033,248,AUDUBON,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2133,76
10033,255,AUDUBON,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2132,26
10033,258 TO 274,AUDUBON,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2153,1
10033,283,AUDUBON,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2152,34
10033,326,AUDUBON,AVE,547,W 181ST,ST,NEW YORK,62 MULTIPLE DWELLING A,,,2154,21
10033,350,AUDUBON,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2154,52
10033,403,AUDUBON,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2156,35
10033,404,AUDUBON,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2157,50
10033,407,AUDUBON,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2156,37
10033,408,AUDUBON,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2157,50
ZIP,BLDGNO1,STREET1,STSUFX1,BLDGNO2,STREET2,STSUFX2,CITY,COUNTY STATUS1,STATUS2,STATUS3 BLOCK,,LOT
10033,412,AUDUBON,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,2157,,50
10033,426,AUDUBON,AVE,,,,NEW YORK,62 MULTIPLE DWELLING B,,2157,,87
10033,431,AUDUBON,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,2156,,68
10033,1 TO 15,BENNETT,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,2180,,7501
10033,10,BENNETT,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,2180,,77
10033,21,BENNETT,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,2180,,96
10033,24 TO 42,BENNETT,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,2180,,70
10033,31,BENNETT,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,2180,,98
10033,41,BENNETT,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,2180,,100
10033,44,BENNETT,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,2180,,69
10033,51,BENNETT,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,2180,,92
10033,56,BENNETT,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,2180,,67
10033,69,BENNETT,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,2180,,7501
10033,80,BENNETT,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,2180,,173
10033,100,BENNETT,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,2180,,169
10033,105 TO 115,BENNETT,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,2180,,7505
10033,110,BENNETT,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,2180,,199
10033,117 TO 131,BENNETT,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,2180,,150
10033,4260,BROADWAY,,,,,NEW YORK,62 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,2164,,7501
10033,4300,BROADWAY,,,,,NEW YORK,62 MULTIPLE DWELLING A,,2164,,38
10033,4305,BROADWAY,,,,,NEW YORK,62 MULTIPLE DWELLING A,J-51,2180,,112
10033,4329,BROADWAY,,,,,NEW YORK,62 MULTIPLE DWELLING A,,2180,,122
10033,1,CABRINI,BLVD,,,,NEW YORK,62 MULTIPLE DWELLING A,,2177,,3
10033,5,CABRINI,BLVD,,,,NEW YORK,62 MULTIPLE DWELLING A,,2177,,46
10033,9,CABRINI,BLVD,,,,NEW YORK,62 MULTIPLE DWELLING A,,2177,,42
10033,68,CABRINI,BLVD,,,,NEW YORK,62 MULTIPLE DWELLING A,,2177,,174
10033,75 TO 77,CABRINI,BLVD,,,,NEW YORK,62 MULTIPLE DWELLING A,,2177,,124
10033,81 TO 83,CABRINI,BLVD,,,,NEW YORK,62 MULTIPLE DWELLING A,,2177,,122
10033,95,CABRINI,BLVD,,,,NEW YORK,62 MULTIPLE DWELLING A,,2179,,106
10033,100,CABRINI,BLVD,,,,NEW YORK,62 MULTIPLE DWELLING A,,2179,,70
10033,106,CABRINI,BLVD,,,,NEW YORK,62 MULTIPLE DWELLING A,,2179,,66
10033,120,CABRINI,BLVD,,,,NEW YORK,62 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,2179,,10
10033,160,CABRINI,BLVD,,,,NEW YORK,62 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,2179,,10
10033,180,CABRINI,BLVD,,,,NEW YORK,62 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,2179,,10
10033,200,CABRINI,BLVD,,,,NEW YORK,62 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,2179,,10
10033,220,CABRINI,BLVD,,,,NEW YORK,62 MULTIPLE DWELLING A,,2179,,274
10033,240,CABRINI,BLVD,,,,NEW YORK,62 MULTIPLE DWELLING A,,2179,,269
10033,29,CHITTENDEN,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,ROOMING HOUSE,2179,,263
10033,336,FORT WASHINGTON,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,2142,,161
10033,344,FORT WASHINGTON,AVE,725,W 175TH,ST,NEW YORK,62 MULTIPLE DWELLING A,,2142,,168
10033,350,FORT WASHINGTON,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,2142,,175
10033,353,FORT WASHINGTON,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,2139,,584
10033,359,FORT WASHINGTON,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,2139,,530
10033,370,FORT WASHINGTON,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,2142,,178
10033,371,FORT WASHINGTON,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,2139,,523
10033,385,FORT WASHINGTON,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,GARDEN COMPLEX,2177,,18
10033,386,FORT WASHINGTON,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,2176,,3
10033,395,FORT WASHINGTON,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,GARDEN COMPLEX,J-51 2177,,23
10033,400,FORT WASHINGTON,AVE,,,,NEW YORK,62 MULTIPLE DWELLING B,,2176,,9
10033,427 TO 433,FORT WASHINGTON,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,2177,,150
10033,435,FORT WASHINGTON,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,2177,,152
10033,436,FORT WASHINGTON,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,2176,,36
10033,447,FORT WASHINGTON,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,J-51,NON-EVICT COOP/CONDO 2177,,87
10033,452,FORT WASHINGTON,AVE,725,W 180TH,ST,NEW YORK,62 MULTIPLE DWELLING A,,2176,,100
10033,454,FORT WASHINGTON,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,2176,,104
10033,455,FORT WASHINGTON,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,2177,,91
ZIP,BLDGNO1,STREET1,STSUFX1,BLDGNO2,STREET2 STSUFX2,,CITY,COUNTY STATUS1,STATUS2,STATUS3,BLOCK,LOT
10033,461,FORT WASHINGTON,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2177,100
10033,481,FORT WASHINGTON,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2179,100
10033,482,FORT WASHINGTON,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2180,7
10033,499,FORT WASHINGTON,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2179,99
10033,500,FORT WASHINGTON,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2180,13
10033,506,FORT WASHINGTON,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2180,23
10033,518,FORT WASHINGTON,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2180,25
10033,536,FORT WASHINGTON,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2180,28
10033,540,FORT WASHINGTON,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2180,31
10033,555 TO 565,FORT WASHINGTON,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2179,226
10033,567,FORT WASHINGTON,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2179,221
10033,570,FORT WASHINGTON,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2180,36
10033,579 TO 587,FORT WASHINGTON,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2179,218
10033,590,FORT WASHINGTON,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2180,39
10033,166 TO 200,HAVEN,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2139,277
10033,217,HAVEN,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2139,551
10033,227,HAVEN,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2139,500
10033,330 TO 340,HAVEN,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,2177,234
10033,20,LAUREL HILL,TER,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2149,7
10033,24 TO 36,LAUREL HILL,TER,,,,NEW YORK,62 MULTIPLE DWELLING A,GARDEN COMPLEX,,2149,56
10033,90,LAUREL HILL,TER,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2149,84
10033,2 TO 16,MAGAW,PL,216,COLONEL ROBERT MAGPALW,,NEW YORK,62 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,2180,78
10033,13 TO 19,MAGAW,PL,13,COLONEL ROBERT MAGPALW,,NEW YORK,62 MULTIPLE DWELLING A,,,2180,20
10033,21 TO 25,MAGAW,PL,2125,COLONEL ROBERT MAGPALW,,NEW YORK,62 MULTIPLE DWELLING A,,,2180,18
10033,30 TO 36,MAGAW,PL,3036,COLONEL ROBERT MAGPALW,,NEW YORK,62 MULTIPLE DWELLING A,,,2180,83
10033,10,OVERLOOK,TER,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2180,160
10033,37,OVERLOOK,TER,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2180,60
10033,45,OVERLOOK,TER,,,,NEW YORK,62 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,2180,57
10033,50,OVERLOOK,TER,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2180,182
10033,55,OVERLOOK,TER,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2180,46
10033,2,PINEHURST,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2177,8
10033,12,PINEHURST,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2177,39
10033,44 TO 46,PINEHURST,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2177,159
10033,45,PINEHURST,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2177,156
10033,48 TO 50,PINEHURST,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2177,160
10033,66,PINEHURST,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2177,132
10033,69,PINEHURST,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2177,142
10033,70 TO 72,PINEHURST,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2177,134
10033,74 TO 76,PINEHURST,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2177,136
10033,90,PINEHURST,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2177,116
10033,92 TO 102,PINEHURST,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2179,7502
10033,105,PINEHURST,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2179,95
10033,106,PINEHURST,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2179,185
10033,165,PINEHURST,AVE,,,,NEW YORK,62 MULTIPLE DWELLING B,,,2179,199
10033,175,PINEHURST,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2179,201
10033,180,PINEHURST,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2179,168
10033,183,PINEHURST,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2179,203
10033,186 TO 196,PINEHURST,AVE,,,,NEW YORK,62 MULTIPLE DWELLING B,GARDEN COMPLEX,,2179,156
10033,187,PINEHURST,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,2179,205
10033,205,PINEHURST,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2179,207
10033,1312 TO 1324,RIVERSIDE,DR,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2177,218
10033,1326 TO 1336,RIVERSIDE,DR,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2177,228
10033,1380,RIVERSIDE,DR,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2179,5
10033,2,S PINEHURST,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2139,537
10033,4,S PINEHURST,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2139,517
10033,1306,SAINT NICHOLAS,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2133,1
ZIP,BLDGNO1,STREET1,STSUFX1,BLDGNO2,STREET2,STSUFX2,CITY,COUNTY STATUS1,STATUS2,STATUS3,BLOCK,LOT
10033,1344,SAINT NICHOLAS,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2133,62
10033,1348,SAINT NICHOLAS,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2133,63
10033,1352,SAINT NICHOLAS,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2133,65
10033,1360 TO 1370,SAINT NICHOLAS,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2153,1
10033,1361 TO 1379,SAINT NICHOLAS,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2162,1
10033,1445,SAINT NICHOLAS,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2165,42
10033,1464,SAINT NICHOLAS,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2154,68
10033,1466 TO 1468,SAINT NICHOLAS,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2154,69
10033,1469,SAINT NICHOLAS,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2165,65
10033,1484,SAINT NICHOLAS,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,GARDEN COMPLEX,,2157,3
10033,1505,SAINT NICHOLAS,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2166,48
10033,1526,SAINT NICHOLAS,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2157,70
10033,1530,SAINT NICHOLAS,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2157,72
10033,1533,SAINT NICHOLAS,AVE,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2166,76
10033,509,W 174TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2131,55
10033,515,W 174TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2131,58
10033,516,W 174TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2130,42
10033,520,W 174TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING B,,,2130,40
10033,526,W 174TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2130,37
10033,530,W 174TH,ST,175,AUDUBON,AVE,NEW YORK,62 MULTIPLE DWELLING A,,,2130,36
10033,550,W 174TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2130,17
10033,551,W 174TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2131,22
10033,552,W 174TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2130,15
10033,557,W 174TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2131,25
10033,561,W 174TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2131,28
10033,562,W 174TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2130,9
10033,565,W 174TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2131,1
10033,590,W 174TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2130,8
10033,600,W 174TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2143,13
10033,601,W 174TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2143,56
10033,609,W 174TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2143,62
10033,610,W 174TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,SECTION 610 OF PHFL,ARTICLE 11,2143,9
10033,635,W 174TH,ST,41194129,BROADWAY,,NEW YORK,62 MULTIPLE DWELLING A,,,2142,244
10033,636,W 174TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2142,136
10033,647,W 174TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2142,247
10033,500,W 175TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2131,44
10033,501,W 175TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2132,64
10033,503 TO 505,W 175TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2132,68
10033,507 TO 509,W 175TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2132,70
10033,511,W 175TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2132,72
10033,515,W 175TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2132,74
10033,520,W 175TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING B,,,2131,39
10033,521,W 175TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2132,76
10033,525,W 175TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2132,1
10033,551 TO 559,W 175TH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,2133,22
